idi,name,birth_year,birth_month,birth_day,gender,registration_id,athletic_score,leadership_score,talent_score,gpa,class_assigned,selected_activity,grade_level,talent,olympiad_scores,subject_specialization,fitness_score,sports_category,subject,mentor_grade,mentor_class,judge
1497,Mark Thomas,2012,5,17,Male,11497,3.2,5.3,5.6,8.1,6A,Talent,6,singing,,,,,,,,
1498,Helen Rodriguez,2007,1,24,Female,11498,4.2,6.5,1.8,8.3,11B,Talent,11,singing,,,,,,,,
1499,Samantha Wilson,2008,10,27,Female,11499,4.1,8.2,6.7,8.6,10C,Scholar,10,,69-53-72,science,,,,,,
1500,Michael Hernandez,2012,9,20,Male,11500,1.2,7.0,2.0,7.9,6B,Sports,6,,,,60.7,chess,,,,
1501,Lisa Williams,2007,2,12,Female,11501,1.0,0.6,1.3,7.2,11A,Talent,11,singing,,,,,,,,
1502,Andrew Gonzalez,2012,5,26,Male,11502,3.4,6.1,8.8,8.0,6A,Sports,6,,,,72.0,chess,,,,
1503,Matthew Jackson,2012,8,26,Male,11503,5.7,8.1,9.2,6.3,6C,Scholar,6,,100-71-73,science,,,,,,
1504,Michelle Johnson,2011,8,2,Female,11504,4.2,3.2,4.7,9.3,7C,Scholar,7,,82-65-65,science,,,,,,
1505,Samantha Rodriguez,2008,3,21,Female,11505,6.9,0.9,6.3,9.2,10A,Scholar,10,,55-90-54,science,,,,,,
1506,David Wilson,2009,10,13,Male,11506,5.2,4.4,2.9,6.3,9B,Sports,9,,,,72.1,chess,,,,
1507,Daniel Jones,2011,8,24,Male,11507,5.9,1.6,0.7,8.6,7B,Sports,7,,,,70.6,chess,,,,
1508,Patricia Wilson,2006,7,7,Female,11508,0.8,3.5,4.7,7.0,12C,Scholar,12,,70-70-78,science,,,,,,
1509,David Taylor,2008,10,22,Male,11509,9.2,1.1,5.8,7.7,10C,Talent,10,singing,,,,,,,,
1510,Barbara Taylor,2010,9,15,Female,11510,0.5,0.1,8.7,9.0,8C,Talent,8,drama,,,,,,,,
1511,Lisa Garcia,2010,3,11,Female,11511,1.0,0.1,8.4,7.9,8C,Scholar,8,,99-67-99,science,,,,,,
1512,David Garcia,2012,3,1,Male,11512,7.3,0.7,5.8,9.2,6A,Scholar,6,,71-90-75,science,,,,,,
1513,John Thomas,2010,2,19,Male,11513,7.3,4.7,8.0,9.6,8A,Talent,8,dance,,,,,,,,
1514,Mary Anderson,2012,5,7,Female,11514,5.9,8.5,5.9,6.1,6C,Talent,6,drama,,,,,,,,
1515,Jessica Brown,2006,12,24,Female,11515,3.5,5.4,0.4,8.6,12C,Talent,12,dance,,,,,,,,
1516,Maria Anderson,2012,1,13,Female,11516,4.2,2.8,1.3,7.3,6B,Scholar,6,,60-93-77,science,,,,,,
1517,Susan Johnson,2006,12,5,Female,11517,2.3,7.7,9.1,9.0,12B,Sports,12,,,,56.5,cricket,,,,
1518,Mary Gonzalez,2009,10,19,Female,11518,2.6,4.8,0.2,8.1,9A,Scholar,9,,58-84-52,science,,,,,,
1519,Lisa Brown,2010,4,20,Female,11519,0.1,0.2,3.6,8.9,8B,Sports,8,,,,70.8,cricket,,,,
1520,Helen Gonzalez,2010,4,24,Female,11520,2.3,3.8,5.8,8.6,8A,Scholar,8,,100-99-99,science,,,,,,
1521,Charles Johnson,2010,4,12,Male,11521,3.4,7.0,8.0,8.4,8A,Talent,8,dance,,,,,,,,
1522,Samantha Miller,2008,4,22,Female,11522,6.0,6.3,7.0,7.3,10C,Sports,10,,,,94.6,chess,,,,
1523,Michelle Hernandez,2010,7,15,Female,11523,2.5,8.5,4.4,8.3,8B,Talent,8,singing,,,,,,,,
1524,Sandra Johnson,2012,9,2,Female,11524,8.1,7.3,2.2,8.6,6A,Sports,6,,,,67.5,chess,,,,
1525,Matthew Lopez,2010,6,10,Male,11525,1.0,0.0,7.6,8.7,8B,Talent,8,drama,,,,,,,,
1526,Thomas Brown,2009,3,15,Male,11526,8.5,1.3,3.3,8.3,9A,Talent,9,drama,,,,,,,,
1527,Robert Martin,2006,9,25,Male,11527,3.5,5.6,9.1,6.0,12C,Scholar,12,,74-87-82,science,,,,,,
1528,Jennifer Davis,2010,12,4,Female,11528,5.4,0.9,2.5,8.1,8B,Talent,8,singing,,,,,,,,
1529,Anthony Thomas,2006,4,25,Male,11529,9.0,8.9,7.0,8.3,12B,Scholar,12,,100-89-70,mathematics,,,,,,
1530,David Lopez,2012,2,15,Male,11530,9.0,1.2,2.5,7.7,6C,Scholar,6,,93-50-81,mathematics,,,,,,
1531,Charles Moore,2008,6,8,Male,11531,4.6,5.7,3.7,7.9,10B,Sports,10,,,,74.4,cricket,,,,
1532,Steven Jones,2010,3,17,Male,11532,3.3,0.8,4.5,6.8,8A,Talent,8,dance,,,,,,,,
1533,Michelle Wilson,2009,5,13,Female,11533,2.8,9.1,0.4,7.7,9B,Sports,9,,,,66.7,cricket,,,,
1534,Elizabeth Miller,2006,10,14,Female,11534,9.4,5.9,4.0,7.5,12A,Talent,12,singing,,,,,,,,
1535,David Johnson,2006,12,27,Male,11535,4.1,2.8,3.1,9.0,12C,Scholar,12,,54-75-89,mathematics,,,,,,
1536,James Martinez,2008,10,20,Male,11536,4.1,4.3,7.8,7.7,10C,Scholar,10,,83-100-76,mathematics,,,,,,
1537,George Anderson,2008,9,28,Male,11537,2.3,3.4,4.4,6.1,10A,Talent,10,dance,,,,,,,,
1538,Helen Gonzalez,2009,7,6,Female,11538,3.1,5.0,9.0,9.0,9A,Talent,9,drama,,,,,,,,
1539,Steven Hernandez,2012,8,8,Male,11539,1.5,0.8,4.7,9.8,6A,Talent,6,drama,,,,,,,,
1540,Christine Jones,2010,7,26,Female,11540,5.9,2.6,3.9,7.2,8C,Scholar,8,,100-59-92,mathematics,,,,,,
1541,Mark Smith,2007,1,3,Male,11541,5.8,7.6,2.9,7.8,11B,Talent,11,drama,,,,,,,,
1542,Mark Hernandez,2007,6,13,Male,11542,0.2,8.1,2.5,8.8,11B,Sports,11,,,,55.7,cricket,,,,
1543,William Hernandez,2009,5,16,Male,11543,7.7,7.6,1.8,9.6,9A,Talent,9,dance,,,,,,,,
1544,Barbara Thomas,2009,8,6,Female,11544,4.5,0.4,5.8,8.5,9B,Sports,9,,,,96.6,chess,,,,
1545,Jennifer Martin,2012,5,13,Female,11545,8.7,2.3,6.6,8.2,6A,Sports,6,,,,76.1,cricket,,,,
1546,Sarah Jones,2007,12,6,Female,11546,2.4,7.6,1.2,9.3,11B,Sports,11,,,,53.3,cricket,,,,
1547,Emma Smith,2011,4,11,Female,11547,4.8,8.0,6.5,7.0,7A,Scholar,7,,50-84-65,science,,,,,,
1548,Laura Martinez,2007,10,14,Female,11548,2.7,0.2,3.4,6.1,11A,Talent,11,dance,,,,,,,,
1549,Linda Thomas,2007,11,17,Female,11549,1.1,2.8,2.9,6.8,11A,Scholar,11,,96-66-67,mathematics,,,,,,
1550,James Thomas,2006,9,17,Male,11550,3.4,0.1,3.0,7.6,12A,Scholar,12,,80-87-68,mathematics,,,,,,
1551,Anthony Miller,2009,12,14,Male,11551,1.3,7.4,2.7,6.7,9C,Sports,9,,,,61.1,chess,,,,
1552,Emma Anderson,2010,6,17,Female,11552,2.2,7.1,7.2,9.3,8B,Sports,8,,,,80.0,chess,,,,
1553,Thomas Rodriguez,2012,9,20,Male,11553,4.4,2.0,2.3,7.3,6C,Sports,6,,,,79.1,chess,,,,
1554,Mark Martinez,2012,11,28,Male,11554,5.3,4.9,1.9,7.9,6A,Talent,6,drama,,,,,,,,
1555,Jennifer Taylor,2012,8,1,Female,11555,8.6,2.3,3.9,8.3,6C,Talent,6,drama,,,,,,,,
1556,Lisa Taylor,2007,6,17,Female,11556,0.5,7.1,4.6,8.3,11A,Talent,11,drama,,,,,,,,
1557,James Johnson,2010,2,9,Male,11557,2.4,1.6,1.2,8.7,8C,Talent,8,drama,,,,,,,,
1558,Andrew Martinez,2010,6,25,Male,11558,6.7,6.0,4.0,7.6,8B,Scholar,8,,57-68-52,mathematics,,,,,,
1559,Maria Williams,2007,1,3,Female,11559,7.3,3.3,3.6,6.2,11B,Scholar,11,,64-100-55,mathematics,,,,,,
1560,Helen Williams,2010,4,1,Female,11560,4.5,2.3,3.8,8.0,8B,Sports,8,,,,55.8,chess,,,,
1561,Donald Davis,2012,9,14,Male,11561,3.6,2.8,8.4,8.3,6C,Talent,6,dance,,,,,,,,
1562,Andrew Johnson,2011,10,18,Male,11562,6.3,1.5,5.2,6.2,7A,Sports,7,,,,56.9,cricket,,,,
1563,Anthony Anderson,2010,12,28,Male,11563,9.1,8.4,8.6,6.9,8A,Talent,8,dance,,,,,,,,
1564,George Martin,2008,12,2,Male,11564,8.1,9.2,1.1,7.0,10A,Scholar,10,,89-55-57,mathematics,,,,,,
1565,Robert Taylor,2006,3,10,Male,11565,1.5,5.9,7.0,8.3,12C,Talent,12,dance,,,,,,,,
1566,Paul Martinez,2006,9,7,Male,11566,7.6,0.6,7.9,8.6,12C,Talent,12,singing,,,,,,,,
1567,Paul Johnson,2010,3,18,Male,11567,9.2,4.1,1.4,6.8,8C,Scholar,8,,98-53-54,science,,,,,,
1568,Karen Thomas,2012,6,13,Female,11568,2.5,9.0,4.9,6.2,6C,Talent,6,dance,,,,,,,,
1569,Patricia Hernandez,2008,9,24,Female,11569,2.6,8.3,1.0,9.1,10C,Talent,10,dance,,,,,,,,
1570,Christine Lopez,2008,11,25,Female,11570,1.3,8.5,9.1,8.3,10B,Scholar,10,,65-60-66,mathematics,,,,,,
1571,Samantha Hernandez,2012,3,9,Female,11571,6.8,7.2,7.8,8.9,6B,Sports,6,,,,84.8,chess,,,,
1572,Michael Anderson,2010,4,5,Male,11572,2.9,7.2,6.7,7.6,8C,Talent,8,singing,,,,,,,,
1573,Steven Jackson,2010,11,28,Male,11573,2.3,1.0,0.8,7.5,8A,Sports,8,,,,81.4,cricket,,,,
1574,Maria Gonzalez,2007,12,13,Female,11574,4.5,5.2,7.9,8.8,11B,Talent,11,drama,,,,,,,,
1575,John Moore,2007,6,11,Male,11575,6.8,5.4,3.2,6.6,11B,Talent,11,drama,,,,,,,,
1576,Patricia Davis,2009,10,17,Female,11576,6.7,7.0,0.4,9.5,9B,Talent,9,drama,,,,,,,,
1577,Richard Garcia,2011,6,27,Male,11577,2.4,1.0,6.8,7.4,7A,Sports,7,,,,56.3,chess,,,,
1578,Samantha Anderson,2010,11,23,Female,11578,8.5,8.6,1.5,7.3,8C,Talent,8,singing,,,,,,,,
1579,Maria Jones,2012,11,21,Female,11579,5.1,8.8,4.2,9.8,6C,Scholar,6,,64-57-99,mathematics,,,,,,
1580,Charles Martin,2012,3,22,Male,11580,7.3,7.0,7.7,8.9,6C,Scholar,6,,78-57-91,mathematics,,,,,,
1581,Barbara Rodriguez,2007,4,16,Female,11581,1.8,6.1,1.9,9.8,11B,Scholar,11,,96-60-88,science,,,,,,
1582,Karen Martinez,2012,3,16,Female,11582,1.3,3.9,2.1,9.7,6B,Scholar,6,,59-72-67,science,,,,,,
1583,Samantha Anderson,2006,5,25,Female,11583,9.4,7.0,1.8,6.2,12B,Talent,12,dance,,,,,,,,
1584,Jennifer Brown,2008,12,21,Female,11584,8.8,4.4,1.1,7.3,10C,Sports,10,,,,78.3,cricket,,,,
1585,Mary Lopez,2011,3,3,Female,11585,4.1,5.2,4.2,6.9,7C,Scholar,7,,83-73-51,science,,,,,,
1586,Emma Brown,2009,12,3,Female,11586,2.6,7.0,6.4,9.6,9B,Sports,9,,,,86.4,chess,,,,
1587,Sarah Wilson,2011,1,7,Female,11587,4.4,8.0,0.9,9.7,7C,Scholar,7,,66-54-50,mathematics,,,,,,
1588,Barbara Jones,2008,11,27,Female,11588,4.8,0.6,6.0,7.0,10C,Sports,10,,,,90.0,cricket,,,,
1589,Daniel Lopez,2012,1,28,Male,11589,0.2,4.1,4.8,6.6,6C,Sports,6,,,,83.6,chess,,,,
1590,Emma Martinez,2006,5,3,Female,11590,3.0,0.7,3.6,8.4,12A,Scholar,12,,66-89-52,mathematics,,,,,,
1591,Michelle Anderson,2007,3,16,Female,11591,2.5,8.0,3.5,8.3,11B,Sports,11,,,,97.0,chess,,,,
1592,Laura Hernandez,2012,4,20,Female,11592,7.6,6.1,7.0,7.3,6C,Sports,6,,,,53.0,cricket,,,,
1593,Anna Wilson,2011,12,15,Female,11593,8.5,6.4,4.3,7.1,7A,Scholar,7,,58-59-50,science,,,,,,
1594,Michael Johnson,2009,7,11,Male,11594,7.3,8.1,2.2,7.3,9A,Scholar,9,,80-95-70,mathematics,,,,,,
1595,Patricia Martin,2007,4,20,Female,11595,6.4,8.2,6.6,9.9,11B,Scholar,11,,84-50-89,science,,,,,,
1596,William Thomas,2007,11,24,Male,11596,5.1,3.7,4.1,7.2,11C,Scholar,11,,71-89-92,mathematics,,,,,,
1597,Lisa Jones,2011,8,11,Female,11597,8.3,8.9,9.3,6.6,7A,Talent,7,singing,,,,,,,,
1598,Paul Jones,2007,11,9,Male,11598,2.3,1.2,1.7,6.7,11A,Sports,11,,,,75.2,cricket,,,,
1599,Jennifer Wilson,2006,7,8,Female,11599,1.8,7.4,4.4,6.6,12A,Scholar,12,,99-86-51,mathematics,,,,,,
1600,Matthew Wilson,2006,4,8,Male,11600,1.6,0.7,1.1,6.3,12A,Scholar,12,,78-62-79,mathematics,,,,,,
1601,Maria Anderson,2006,11,3,Female,11601,4.9,6.2,6.3,6.8,12B,Talent,12,singing,,,,,,,,
1602,Anna Brown,2010,3,21,Female,11602,6.4,2.1,7.6,7.5,8A,Sports,8,,,,85.2,chess,,,,
1603,Charles Anderson,2006,9,8,Male,11603,1.2,5.2,1.7,6.5,12C,Scholar,12,,77-50-54,mathematics,,,,,,
1604,Elizabeth Smith,2008,4,28,Female,11604,3.9,1.7,3.2,7.4,10B,Talent,10,drama,,,,,,,,
1605,Paul Johnson,2011,7,13,Male,11605,8.4,8.0,1.9,7.1,7B,Scholar,7,,95-83-70,mathematics,,,,,,
1606,Laura Davis,2010,11,20,Female,11606,1.2,9.0,3.6,6.7,8C,Talent,8,dance,,,,,,,,
1607,Thomas Martinez,2006,11,23,Male,11607,1.3,3.0,1.9,7.7,12B,Scholar,12,,93-51-72,mathematics,,,,,,
1608,George Thomas,2007,10,2,Male,11608,3.0,6.8,9.0,7.2,11B,Talent,11,drama,,,,,,,,
1609,Laura Moore,2010,11,6,Female,11609,4.7,7.6,4.1,7.1,8A,Scholar,8,,84-97-57,mathematics,,,,,,
1610,Elizabeth Brown,2006,2,3,Female,11610,9.2,1.1,5.8,8.3,12B,Sports,12,,,,68.6,chess,,,,
1611,Steven Miller,2009,8,26,Male,11611,9.1,4.1,8.5,7.3,9C,Talent,9,singing,,,,,,,,
1612,Anthony Rodriguez,2012,8,1,Male,11612,6.2,7.5,6.0,6.2,6B,Talent,6,dance,,,,,,,,
1613,Sarah Martinez,2007,5,25,Female,11613,3.2,0.5,3.5,8.9,11B,Scholar,11,,67-52-95,science,,,,,,
1614,Jennifer Miller,2012,10,23,Female,11614,6.0,2.8,7.8,6.3,6A,Scholar,6,,71-83-76,mathematics,,,,,,
1615,Donald Williams,2008,5,1,Male,11615,0.8,3.8,6.0,6.7,10A,Talent,10,singing,,,,,,,,
1616,Jennifer Rodriguez,2010,3,5,Female,11616,2.5,6.4,8.9,9.0,8B,Scholar,8,,89-58-63,science,,,,,,
1617,Richard Hernandez,2010,11,9,Male,11617,1.0,5.6,8.5,6.3,8B,Scholar,8,,80-52-77,science,,,,,,
1618,Elizabeth Martin,2006,5,8,Female,11618,3.1,5.9,1.5,7.6,12A,Talent,12,singing,,,,,,,,
1619,Lisa Williams,2011,4,16,Female,11619,5.4,7.7,1.8,8.8,7C,Scholar,7,,70-64-91,mathematics,,,,,,
1620,Joseph Gonzalez,2009,3,16,Male,11620,7.9,4.6,8.1,9.5,9C,Scholar,9,,72-78-76,mathematics,,,,,,
1621,Patricia Jackson,2009,4,9,Female,11621,0.7,2.0,9.1,8.3,9B,Talent,9,drama,,,,,,,,
1622,Patricia Martinez,2009,8,6,Female,11622,2.8,3.4,0.3,9.2,9A,Sports,9,,,,74.4,cricket,,,,
1623,Matthew Moore,2012,12,21,Male,11623,0.4,7.8,1.8,6.8,6C,Scholar,6,,58-76-56,mathematics,,,,,,
1624,Karen Martin,2007,10,24,Female,11624,5.5,4.9,0.5,6.1,11A,Scholar,11,,86-91-56,mathematics,,,,,,
1625,Maria Jackson,2006,2,25,Female,11625,5.1,4.0,1.1,7.0,12A,Talent,12,dance,,,,,,,,
1626,William Wilson,2009,9,19,Male,11626,0.9,0.2,3.0,9.3,9A,Sports,9,,,,74.3,chess,,,,
1627,Steven Hernandez,2010,5,23,Male,11627,1.4,6.0,1.0,7.7,8B,Talent,8,dance,,,,,,,,
1628,Kenneth Smith,2006,6,20,Male,11628,2.0,3.0,5.2,9.9,12B,Talent,12,drama,,,,,,,,
1629,Lisa Jackson,2009,7,14,Female,11629,4.3,1.7,8.7,9.3,9A,Talent,9,drama,,,,,,,,
1630,Kenneth Johnson,2008,11,15,Male,11630,6.9,0.3,1.0,8.1,10C,Scholar,10,,89-68-79,mathematics,,,,,,
1631,Thomas Johnson,2006,2,2,Male,11631,9.2,5.3,4.0,7.9,12C,Talent,12,singing,,,,,,,,
1632,Michelle Hernandez,2010,9,25,Female,11632,8.6,7.9,5.0,8.1,8B,Talent,8,dance,,,,,,,,
1633,Daniel Brown,2007,8,16,Male,11633,3.4,3.6,6.3,9.5,11B,Scholar,11,,65-80-59,mathematics,,,,,,
1634,Daniel Garcia,2011,9,9,Male,11634,3.5,7.0,7.1,7.8,7C,Sports,7,,,,69.9,cricket,,,,
1635,Samantha Jackson,2011,9,10,Female,11635,0.1,1.0,8.3,7.0,7C,Scholar,7,,67-76-56,mathematics,,,,,,
1636,Joseph Williams,2009,5,27,Male,11636,1.8,7.2,3.2,9.7,9B,Sports,9,,,,65.5,cricket,,,,
1637,Christine Thomas,2007,11,16,Female,11637,4.5,3.6,3.6,9.7,11B,Sports,11,,,,93.3,cricket,,,,
1638,Lisa Martinez,2011,11,20,Female,11638,8.1,0.0,0.9,9.4,7C,Talent,7,drama,,,,,,,,
1639,Matthew Hernandez,2010,1,15,Male,11639,0.2,3.9,8.6,9.8,8B,Talent,8,dance,,,,,,,,
1640,Donald Taylor,2010,9,28,Male,11640,2.0,3.3,7.3,9.9,8A,Sports,8,,,,69.3,cricket,,,,
1641,Mary Brown,2011,10,14,Female,11641,0.5,2.8,9.1,9.5,7B,Talent,7,dance,,,,,,,,
1642,Samantha Wilson,2010,6,3,Female,11642,6.0,3.8,5.6,7.2,8C,Sports,8,,,,77.6,cricket,,,,
1643,Robert Garcia,2006,7,18,Male,11643,2.3,4.7,9.2,8.3,12A,Scholar,12,,100-91-83,science,,,,,,
1644,Sandra Thomas,2011,1,15,Female,11644,6.5,9.3,0.3,9.9,7C,Scholar,7,,76-86-51,mathematics,,,,,,
1645,Michael Taylor,2007,4,4,Male,11645,3.8,9.4,8.1,8.7,11B,Scholar,11,,75-68-64,science,,,,,,
1646,Sandra Johnson,2006,4,9,Female,11646,1.1,6.4,4.5,9.6,12C,Talent,12,singing,,,,,,,,
1647,Barbara Miller,2008,1,9,Female,11647,1.6,1.8,8.7,8.1,10B,Talent,10,singing,,,,,,,,
1648,Anthony Rodriguez,2006,6,27,Male,11648,6.0,8.9,4.5,6.7,12C,Sports,12,,,,90.7,cricket,,,,
1649,Lisa Jones,2010,5,14,Female,11649,1.4,4.5,1.1,6.3,8B,Scholar,8,,71-70-97,mathematics,,,,,,
1650,Emma Jones,2010,8,21,Female,11650,7.1,3.6,7.1,6.6,8A,Scholar,8,,53-67-88,science,,,,,,
1651,Donald Smith,2010,4,15,Male,11651,7.9,5.3,8.0,6.7,8A,Scholar,8,,97-70-56,science,,,,,,
1652,Thomas Anderson,2010,10,4,Male,11652,8.5,4.1,7.9,9.4,8B,Sports,8,,,,70.8,cricket,,,,
1653,Karen Miller,2010,9,5,Female,11653,8.5,6.7,0.5,7.5,8C,Sports,8,,,,92.3,cricket,,,,
1654,John Lopez,2008,1,12,Male,11654,7.0,4.2,7.5,7.3,10B,Talent,10,dance,,,,,,,,
1655,Lisa Brown,2006,8,18,Female,11655,1.7,2.3,2.5,9.5,12B,Talent,12,drama,,,,,,,,
1656,Samantha Jones,2010,4,10,Female,11656,5.6,2.0,0.3,6.8,8B,Sports,8,,,,86.1,chess,,,,
1657,Emma Jones,2009,8,4,Female,11657,1.4,0.0,5.9,9.0,9C,Talent,9,drama,,,,,,,,
1658,Daniel Moore,2009,7,1,Male,11658,1.9,1.6,2.5,9.8,9C,Talent,9,singing,,,,,,,,
1659,Mary Moore,2012,5,21,Female,11659,1.1,1.9,8.6,9.8,6A,Scholar,6,,85-67-53,science,,,,,,
1660,Patricia Lopez,2010,11,27,Female,11660,5.2,5.3,4.5,9.7,8A,Scholar,8,,85-58-75,science,,,,,,
1661,Matthew Lopez,2007,11,28,Male,11661,8.5,3.7,6.1,8.7,11B,Sports,11,,,,97.9,cricket,,,,
1662,Michael Thomas,2010,10,5,Male,11662,8.2,0.8,1.9,9.6,8A,Sports,8,,,,85.2,cricket,,,,
1663,Linda Martinez,2010,6,27,Female,11663,3.7,8.3,7.1,6.3,8B,Scholar,8,,67-78-77,mathematics,,,,,,
1664,Sarah Martin,2011,9,11,Female,11664,4.1,5.9,1.1,6.4,7A,Sports,7,,,,78.0,cricket,,,,
1665,Karen Brown,2011,3,10,Female,11665,3.7,6.4,3.5,6.6,7A,Talent,7,singing,,,,,,,,
1666,Joseph Williams,2006,7,7,Male,11666,8.8,1.2,6.3,8.0,12C,Talent,12,singing,,,,,,,,
1667,Mary Moore,2011,2,22,Female,11667,5.3,5.1,3.6,9.7,7B,Scholar,7,,63-77-69,mathematics,,,,,,
1668,James Martin,2011,5,2,Male,11668,0.3,6.5,8.4,9.1,7C,Scholar,7,,57-94-53,science,,,,,,
1669,Susan Thomas,2010,7,4,Female,11669,7.2,3.8,5.2,6.2,8B,Sports,8,,,,62.8,cricket,,,,
1670,Helen Moore,2008,12,4,Female,11670,2.4,4.0,1.7,8.9,10B,Scholar,10,,81-96-52,mathematics,,,,,,
1671,Daniel Miller,2010,1,10,Male,11671,4.4,1.2,6.4,6.5,8C,Sports,8,,,,60.6,chess,,,,
1672,James Thomas,2011,4,19,Male,11672,9.2,1.0,6.0,7.3,7C,Talent,7,dance,,,,,,,,
1673,Christine Garcia,2012,6,9,Female,11673,5.4,2.1,6.2,9.4,6C,Scholar,6,,95-91-68,science,,,,,,
1674,Andrew Moore,2012,7,17,Male,11674,3.0,6.2,1.1,7.2,6A,Scholar,6,,77-62-86,science,,,,,,
1675,Charles Miller,2011,12,20,Male,11675,0.1,8.6,2.9,9.2,7B,Talent,7,singing,,,,,,,,
1676,Anthony Rodriguez,2012,9,23,Male,11676,9.1,1.8,6.5,9.0,6B,Talent,6,drama,,,,,,,,
1677,William Gonzalez,2010,5,8,Male,11677,1.7,7.4,4.3,7.4,8A,Talent,8,drama,,,,,,,,
1678,Mark Thomas,2012,7,2,Male,11678,4.2,2.4,4.3,6.9,6A,Sports,6,,,,90.9,chess,,,,
1679,Linda Garcia,2006,11,5,Female,11679,6.3,5.3,4.0,7.5,12C,Scholar,12,,97-94-74,mathematics,,,,,,
1680,Laura Williams,2009,10,23,Female,11680,5.1,1.8,9.1,7.0,9C,Sports,9,,,,83.6,chess,,,,
1681,John Williams,2012,5,23,Male,11681,7.2,5.2,7.4,6.5,6B,Talent,6,singing,,,,,,,,
1682,Andrew Johnson,2009,4,20,Male,11682,7.5,2.3,3.6,7.0,9B,Sports,9,,,,77.3,cricket,,,,
1683,Jennifer Johnson,2006,4,3,Female,11683,3.3,5.5,1.2,8.0,12B,Sports,12,,,,86.8,chess,,,,
1684,Patricia Smith,2012,5,13,Female,11684,9.2,4.0,3.9,6.7,6C,Scholar,6,,94-98-79,science,,,,,,
1685,Mark Williams,2011,10,27,Male,11685,3.7,1.8,1.7,9.8,7C,Sports,7,,,,60.9,chess,,,,
1686,Andrew Williams,2012,1,4,Male,11686,2.0,1.2,1.2,7.1,6C,Sports,6,,,,65.5,chess,,,,
1687,Thomas Jones,2006,7,27,Male,11687,0.7,2.9,8.3,8.9,12C,Talent,12,dance,,,,,,,,
1688,Lisa Smith,2009,4,21,Female,11688,8.8,3.1,8.1,8.3,9B,Sports,9,,,,76.6,cricket,,,,
1689,Joseph Hernandez,2008,3,14,Male,11689,4.0,2.6,4.0,9.1,10C,Scholar,10,,66-92-97,science,,,,,,
1690,Sarah Anderson,2009,7,27,Female,11690,6.7,4.5,1.8,9.1,9B,Scholar,9,,78-51-73,science,,,,,,
1691,Barbara Taylor,2008,7,8,Female,11691,3.5,0.2,5.2,7.6,10C,Scholar,10,,54-55-81,science,,,,,,
1692,Christine Taylor,2006,5,26,Female,11692,4.1,6.8,5.5,7.1,12C,Sports,12,,,,69.2,cricket,,,,
1693,Thomas Miller,2012,10,26,Male,11693,7.6,3.5,7.3,7.4,6A,Scholar,6,,79-82-79,mathematics,,,,,,
1694,Michelle Martin,2011,8,3,Female,11694,2.6,0.4,5.6,7.9,7C,Talent,7,drama,,,,,,,,
1695,Patricia Smith,2006,5,18,Female,11695,3.3,0.1,6.5,8.6,12C,Talent,12,dance,,,,,,,,
1696,Richard Davis,2009,11,3,Male,11696,1.2,8.9,0.2,9.8,9B,Sports,9,,,,53.9,cricket,,,,
1697,Donald Lopez,2010,10,12,Male,11697,6.9,1.4,9.2,7.7,8C,Scholar,8,,56-75-63,mathematics,,,,,,
1698,Elizabeth Johnson,2012,12,14,Female,11698,5.4,1.0,4.3,7.5,6A,Sports,6,,,,68.4,chess,,,,
1699,Maria Jones,2010,12,12,Female,11699,6.9,8.1,1.6,7.1,8C,Talent,8,drama,,,,,,,,
1700,John Thomas,2009,4,7,Male,11700,2.3,3.8,8.4,9.5,9A,Sports,9,,,,66.0,chess,,,,
1701,Donald Lopez,2012,11,5,Male,11701,7.7,2.3,5.2,9.9,6C,Sports,6,,,,92.7,chess,,,,
1702,James Garcia,2009,9,25,Male,11702,5.4,7.0,8.8,9.8,9B,Sports,9,,,,93.3,cricket,,,,
1703,Linda Moore,2008,11,20,Female,11703,3.5,5.7,0.5,9.8,10A,Talent,10,singing,,,,,,,,
1704,Matthew Brown,2007,10,22,Male,11704,8.9,5.9,7.1,7.9,11A,Scholar,11,,96-94-63,mathematics,,,,,,
1705,Lisa Martin,2011,11,4,Female,11705,7.6,6.3,9.4,8.7,7C,Sports,7,,,,67.2,chess,,,,
1706,Laura Anderson,2012,2,9,Female,11706,5.2,8.0,4.3,6.0,6B,Talent,6,drama,,,,,,,,
1707,Michael Johnson,2009,12,8,Male,11707,8.7,1.4,1.1,7.4,9A,Talent,9,singing,,,,,,,,
1708,Christine Brown,2012,5,6,Female,11708,4.6,5.7,2.3,6.3,6B,Talent,6,drama,,,,,,,,
1709,Matthew Rodriguez,2011,3,13,Male,11709,6.2,5.1,7.9,9.2,7A,Talent,7,singing,,,,,,,,
1710,Patricia Gonzalez,2009,3,23,Female,11710,4.6,4.2,6.5,6.9,9C,Talent,9,dance,,,,,,,,
1711,Jennifer Anderson,2010,11,25,Female,11711,9.1,6.4,7.8,8.6,8A,Scholar,8,,71-78-75,mathematics,,,,,,
1712,Kenneth Jones,2008,9,8,Male,11712,2.9,7.5,3.9,8.9,10A,Talent,10,singing,,,,,,,,
1713,Jennifer Jones,2010,4,3,Female,11713,3.3,7.0,0.3,9.2,8B,Talent,8,drama,,,,,,,,
1714,James Anderson,2011,9,21,Male,11714,2.1,6.2,8.4,9.2,7A,Talent,7,drama,,,,,,,,
